363.0000	105.0000
297.0000	216.0000
198.0000	213.0000
357.0000	444.0000
303.0000	459.0000
249.0000	573.0000
903.0000	168.0000
1008.0000	24.0000
1167.0000	30.0000
1338.0000	150.0000
1539.0000	21.0000
1455.0000	102.0000
1398.0000	24.0000
1641.0000	60.0000
1608.0000	105.0000
1614.0000	180.0000
1578.0000	183.0000
1782.0000	120.0000
1887.0000	150.0000
1866.0000	219.0000
2046.0000	216.0000
2106.0000	270.0000
1947.0000	318.0000
2280.0000	384.0000
2271.0000	444.0000
2172.0000	432.0000
2154.0000	426.0000
2151.0000	441.0000
1950.0000	759.0000
1890.0000	747.0000
2181.0000	858.0000
2100.0000	927.0000
2004.0000	906.0000
1815.0000	753.0000
1821.0000	540.0000
1749.0000	648.0000
1728.0000	651.0000
924.0000	402.0000
600.0000	609.0000
693.0000	735.0000
771.0000	930.0000
747.0000	927.0000
399.0000	831.0000
327.0000	981.0000
309.0000	999.0000
45.0000	1194.0000
210.0000	1428.0000
207.0000	1521.0000
72.0000	1599.0000
174.0000	1746.0000
291.0000	1896.0000
465.0000	1830.0000
720.0000	1878.0000
738.0000	1896.0000
516.0000	1632.0000
972.0000	1623.0000
1404.0000	1758.0000
1398.0000	1647.0000
1221.0000	1617.0000
1446.0000	1473.0000
1749.0000	1617.0000
1797.0000	1545.0000
1932.0000	1581.0000
2052.0000	1602.0000
2196.0000	1563.0000
2145.0000	1695.0000
2064.0000	1854.0000
1830.0000	1755.0000
2265.0000	1248.0000
2076.0000	1278.0000
1896.0000	1002.0000
1866.0000	1014.0000
1746.0000	960.0000
1743.0000	996.0000
1710.0000	1137.0000
1575.0000	1011.0000
1716.0000	1173.0000
1704.0000	1173.0000
1689.0000	1194.0000
1485.0000	1242.0000
1419.0000	1326.0000
1434.0000	1095.0000
1344.0000	1128.0000
1524.0000	1554.0000
1512.0000	1587.0000
1242.0000	891.0000
1242.0000	918.0000
1086.0000	1038.0000
1005.0000	1020.0000
885.0000	1137.0000
1038.0000	924.0000
1083.0000	834.0000
507.0000	1308.0000
393.0000	1200.0000
969.0000	612.0000
963.0000	624.0000
972.0000	684.0000
1032.0000	621.0000
1218.0000	756.0000
1230.0000	633.0000
1230.0000	654.0000
1233.0000	564.0000
1218.0000	510.0000
1446.0000	504.0000
1479.0000	528.0000
1896.0000	282.0000
1140.0000	1812.0000
789.0000	1218.0000
789.0000	1275.0000
846.0000	1305.0000
696.0000	1242.0000
