108.0000	42.0000
141.0000	84.0000
168.0000	84.0000
78.0000	189.0000
33.0000	180.0000
0.0000	255.0000
2064.0000	1773.0000
2232.0000	1689.0000
2217.0000	1629.0000
2283.0000	1584.0000
2151.0000	1641.0000
2274.0000	1842.0000
2172.0000	1908.0000
1986.0000	1809.0000
1950.0000	1767.0000
1899.0000	1833.0000
1863.0000	1896.0000
1659.0000	1791.0000
1509.0000	1758.0000
1518.0000	1908.0000
1407.0000	1812.0000
1425.0000	1842.0000
1302.0000	1824.0000
1419.0000	1692.0000
1431.0000	1623.0000
1440.0000	1560.0000
1596.0000	1686.0000
1554.0000	1710.0000
1638.0000	1512.0000
1755.0000	1425.0000
1752.0000	1332.0000
2136.0000	1464.0000
2073.0000	1539.0000
2286.0000	1278.0000
2241.0000	1269.0000
2259.0000	1152.0000
2136.0000	1224.0000
2286.0000	918.0000
2256.0000	798.0000
2163.0000	18.0000
2166.0000	33.0000
2190.0000	45.0000
2280.0000	117.0000
2262.0000	159.0000
2247.0000	258.0000
2244.0000	504.0000
2214.0000	492.0000
2181.0000	621.0000
2106.0000	525.0000
2109.0000	543.0000
2073.0000	549.0000
2130.0000	372.0000
2091.0000	384.0000
2091.0000	429.0000
2016.0000	402.0000
2001.0000	474.0000
1962.0000	390.0000
2124.0000	147.0000
2103.0000	177.0000
2136.0000	243.0000
2076.0000	237.0000
2019.0000	213.0000
2109.0000	54.0000
2031.0000	90.0000
1983.0000	87.0000
1962.0000	51.0000
1932.0000	84.0000
1872.0000	81.0000
1857.0000	36.0000
1842.0000	141.0000
1818.0000	192.0000
1878.0000	246.0000
1758.0000	336.0000
1707.0000	384.0000
1629.0000	354.0000
1632.0000	429.0000
1569.0000	420.0000
1563.0000	381.0000
1905.0000	501.0000
1863.0000	522.0000
1680.0000	609.0000
1653.0000	609.0000
1569.0000	723.0000
1518.0000	795.0000
1875.0000	738.0000
1881.0000	768.0000
1854.0000	807.0000
1800.0000	831.0000
1800.0000	873.0000
1500.0000	900.0000
1485.0000	954.0000
1464.0000	996.0000
1461.0000	1161.0000
1527.0000	1221.0000
1500.0000	1221.0000
1458.0000	1200.0000
1446.0000	1224.0000
1425.0000	1203.0000
1881.0000	864.0000
2073.0000	747.0000
2046.0000	780.0000
1998.0000	846.0000
2163.0000	873.0000
2076.0000	936.0000
1953.0000	948.0000
1977.0000	993.0000
1989.0000	1194.0000
1938.0000	1092.0000
1878.0000	1161.0000
1830.0000	1212.0000
1788.0000	1116.0000
1683.0000	1080.0000
1680.0000	1182.0000
1728.0000	1206.0000
1686.0000	1224.0000
1611.0000	1296.0000
1599.0000	1341.0000
1560.0000	1323.0000
1539.0000	1377.0000
1497.0000	1281.0000
1458.0000	1287.0000
1404.0000	1356.0000
1383.0000	1374.0000
1374.0000	1392.0000
1359.0000	1404.0000
1359.0000	1485.0000
1311.0000	1500.0000
1290.0000	1470.0000
1275.0000	1512.0000
1365.0000	1299.0000
1308.0000	1281.0000
1269.0000	1281.0000
1275.0000	1209.0000
1368.0000	1014.0000
1356.0000	1044.0000
1230.0000	960.0000
1161.0000	1404.0000
1161.0000	1473.0000
1281.0000	1749.0000
1233.0000	1668.0000
1170.0000	1605.0000
1158.0000	1680.0000
1158.0000	1842.0000
1197.0000	1896.0000
1122.0000	1902.0000
1104.0000	1878.0000
1053.0000	1824.0000
1032.0000	1869.0000
1017.0000	1896.0000
894.0000	1860.0000
996.0000	1725.0000
999.0000	1686.0000
1020.0000	1668.0000
1035.0000	1593.0000
1104.0000	1578.0000
1020.0000	1464.0000
1032.0000	1116.0000
981.0000	1149.0000
1194.0000	831.0000
1209.0000	777.0000
1287.0000	753.0000
1440.0000	705.0000
1383.0000	672.0000
1413.0000	606.0000
1509.0000	612.0000
1509.0000	501.0000
1608.0000	141.0000
1572.0000	9.0000
1521.0000	18.0000
1458.0000	105.0000
1500.0000	156.0000
1509.0000	192.0000
1410.0000	213.0000
1416.0000	258.0000
1392.0000	279.0000
1437.0000	300.0000
1488.0000	324.0000
1428.0000	339.0000
1320.0000	171.0000
1278.0000	165.0000
1206.0000	60.0000
1044.0000	24.0000
1071.0000	57.0000
1062.0000	63.0000
1071.0000	186.0000
1071.0000	273.0000
1113.0000	354.0000
1302.0000	555.0000
1206.0000	624.0000
1209.0000	684.0000
1224.0000	714.0000
1107.0000	603.0000
1083.0000	462.0000
1044.0000	378.0000
957.0000	225.0000
891.0000	258.0000
885.0000	297.0000
903.0000	330.0000
945.0000	348.0000
864.0000	327.0000
885.0000	387.0000
873.0000	480.0000
942.0000	639.0000
957.0000	657.0000
801.0000	699.0000
738.0000	687.0000
723.0000	810.0000
1038.0000	945.0000
966.0000	885.0000
927.0000	897.0000
897.0000	870.0000
822.0000	924.0000
894.0000	1074.0000
876.0000	1095.0000
783.0000	1020.0000
747.0000	1056.0000
933.0000	1356.0000
882.0000	1323.0000
783.0000	1254.0000
951.0000	1557.0000
942.0000	1584.0000
870.0000	1470.0000
828.0000	1488.0000
819.0000	1500.0000
