186.0000	93.0000
144.0000	126.0000
186.0000	183.0000
360.0000	21.0000
627.0000	108.0000
720.0000	375.0000
597.0000	576.0000
273.0000	474.0000
183.0000	966.0000
72.0000	1278.0000
39.0000	1584.0000
261.0000	1782.0000
378.0000	1917.0000
462.0000	1869.0000
534.0000	1908.0000
654.0000	1860.0000
492.0000	1785.0000
447.0000	1773.0000
552.0000	1587.0000
342.0000	1320.0000
318.0000	1347.0000
282.0000	1284.0000
357.0000	1200.0000
396.0000	1212.0000
402.0000	1101.0000
477.0000	981.0000
489.0000	924.0000
498.0000	876.0000
441.0000	891.0000
843.0000	246.0000
1041.0000	84.0000
1191.0000	9.0000
1341.0000	9.0000
1440.0000	6.0000
1446.0000	108.0000
1326.0000	252.0000
1263.0000	258.0000
1023.0000	288.0000
951.0000	360.0000
1752.0000	138.0000
1914.0000	126.0000
2025.0000	216.0000
2127.0000	12.0000
2241.0000	333.0000
2232.0000	480.0000
2154.0000	558.0000
2145.0000	660.0000
2274.0000	831.0000
2166.0000	915.0000
2103.0000	1053.0000
1998.0000	1173.0000
1995.0000	627.0000
1959.0000	582.0000
1911.0000	375.0000
1887.0000	345.0000
1866.0000	258.0000
1782.0000	186.0000
1689.0000	561.0000
1857.0000	597.0000
1617.0000	378.0000
1551.0000	339.0000
1533.0000	411.0000
1449.0000	471.0000
1479.0000	666.0000
1662.0000	660.0000
1665.0000	729.0000
1773.0000	819.0000
1875.0000	912.0000
1545.0000	1050.0000
1542.0000	861.0000
1413.0000	813.0000
1230.0000	603.0000
1074.0000	603.0000
963.0000	636.0000
906.0000	609.0000
834.0000	687.0000
792.0000	789.0000
864.0000	972.0000
834.0000	1194.0000
984.0000	1068.0000
1044.0000	840.0000
1167.0000	990.0000
969.0000	1263.0000
999.0000	1290.0000
981.0000	1335.0000
930.0000	1380.0000
888.0000	1398.0000
1089.0000	1371.0000
1032.0000	1398.0000
1044.0000	1419.0000
1275.0000	1788.0000
1164.0000	1827.0000
1542.0000	1635.0000
1617.0000	1680.0000
1536.0000	1788.0000
1467.0000	1368.0000
1416.0000	1230.0000
1707.0000	1164.0000
1716.0000	1182.0000
1764.0000	1665.0000
1803.0000	1605.0000
1854.0000	1674.0000
2082.0000	1671.0000
