File name,Spore/Conidia number,Area,Length,Width,Circularity
trichoderma (10).JPG,1,205.25,16.733696613133706,15.515333242718743,0.9815631459020537
trichoderma (10).JPG,2,373.75,22.07758299081087,21.422998326451253,0.9879478884083199
trichoderma (10).JPG,3,360.75,23.058685798834027,19.77750563603032,0.9704844829144601
trichoderma (10).JPG,4,351.75,22.659081762706005,19.663966937700593,0.9582080078826753
trichoderma (1).JPG,1,104.875,20.23585818598492,17.744455327888534,0.45537583363813744
trichoderma (2).JPG,1,549.75,27.483849648445943,25.30043978721335,0.9811218482445802
trichoderma (3).JPG,1,552.5,27.287284010631883,25.63611597954159,0.970348166318888
trichoderma (4).JPG,1,396.25,22.946203519264085,21.833035767308264,0.9657206149486013
trichoderma (4).JPG,2,373.125,21.940713450251707,21.503824599423716,0.9831638347147782
trichoderma (5).JPG,1,302.5,19.786045748401225,19.30794753687248,0.9857962732331302
trichoderma (6).JPG,1,205.875,16.269768354154444,16.02561090229438,0.988639762404622
trichoderma (6).JPG,2,168.,15.424802909182691,13.73000234105237,0.979529721949868
trichoderma (6).JPG,3,472.375,25.944836886277077,23.035668770513443,0.9819169713730194
trichoderma (6).JPG,4,357.,22.132186805200885,20.41619074532085,0.9816887769723733
trichoderma (7).JPG,1,260.625,20.34532300106328,16.192013052819437,0.9537871705766181
trichoderma (7).JPG,2,296.875,19.936265625821903,18.82668475301974,0.9721015080112744
trichoderma (7).JPG,3,454.625,25.01927465500395,23.094059933133337,0.9775381392571308
trichoderma (8).JPG,1,434.25,24.064505364223894,22.82753633533302,0.9586378170221955
trichoderma (9).JPG,1,994.75,35.88434838644255,35.14805726369804,0.9473229795766717
trichoderma (9).JPG,2,243.375,17.98171070613191,17.09178240644205,1.0029471221056736
trichoderma (9).JPG,3,258.625,18.523098800872784,17.620436196377355,0.9830158177621431
